PERIODO,RUBRO,TIPO_PRESTACION,BARRIO,total
201401,PROTECCION AMBIENTAL,DENUNCIA,PARQUE CHAS,1
201401,PROTECCION AMBIENTAL,DENUNCIA,PARQUE PATRICIOS,4
201401,PROTECCION AMBIENTAL,DENUNCIA,PATERNAL,2
201401,PROTECCION AMBIENTAL,DENUNCIA,PUERTO MADERO,1
201401,PROTECCION AMBIENTAL,DENUNCIA,RECOLETA,13
201401,PROTECCION AMBIENTAL,DENUNCIA,RETIRO,5
201401,PROTECCION AMBIENTAL,DENUNCIA,SAAVEDRA,1
201401,PROTECCION AMBIENTAL,DENUNCIA,SAN CRISTOBAL,4
201401,PROTECCION AMBIENTAL,DENUNCIA,SAN NICOLAS,10
201401,PROTECCION AMBIENTAL,DENUNCIA,VELEZ SARSFIELD,3
201401,PROTECCION AMBIENTAL,DENUNCIA,VERSALLES,1
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA CRESPO,7
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA DEL PARQUE,3
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA DEVOTO,7
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA LUGANO,6
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA LURO,1
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA ORTUZAR,1
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA PUEYRREDON,5
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA REAL,3
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA RIACHUELO,3
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA SANTA RITA,3
201401,PROTECCION AMBIENTAL,DENUNCIA,VILLA URQUIZA,4
201401,PUB Y AFINES,DENUNCIA,ALMAGRO,1
201401,PUB Y AFINES,DENUNCIA,BALVANERA,1
201401,PUB Y AFINES,DENUNCIA,BELGRANO,2
201401,PUB Y AFINES,DENUNCIA,PALERMO,1
201401,PUB Y AFINES,DENUNCIA,PUERTO MADERO,1
201401,PUB Y AFINES,DENUNCIA,RETIRO,1
201401,PUB Y AFINES,DENUNCIA,VILLA CRESPO,1
201401,PUESTO FIJO DE VENTA DE COM,DENUNCIA,ALMAGRO,1
201401,PUESTO FIJO DE VENTA DE COM,DENUNCIA,CONSTITUCION,1
201401,PUESTO FIJO DE VENTA DE COM,DENUNCIA,FLORES,2
201401,PUESTO FIJO DE VENTA DE COM,DENUNCIA,MATADEROS,1
201401,PUESTO FIJO DE VENTA DE COM,DENUNCIA,PALERMO,1
201401,PUESTO FIJO DE VENTA DE COM,DENUNCIA,RECOLETA,1
201401,PUESTO FIJO DE VENTA DE COM,DENUNCIA,SAAVEDRA,1
201401,PUESTO FIJO DE VENTA DE COM,DENUNCIA,VILLA CRESPO,1
201401,PUESTO FIJO DE VENTA DE COM,DENUNCIA,VILLA LUGANO,1
201401,QUEJA,QUEJA,AGRONOMIA,2
201401,QUEJA,QUEJA,ALMAGRO,10
201401,QUEJA,QUEJA,BALVANERA,94
201401,QUEJA,QUEJA,BARRACAS,14
201401,QUEJA,QUEJA,BELGRANO,6
201401,QUEJA,QUEJA,BOCA,18
201401,QUEJA,QUEJA,BOEDO,13
201401,QUEJA,QUEJA,CABALLITO,19
201401,QUEJA,QUEJA,CHACARITA,45
201401,QUEJA,QUEJA,COGHLAN,9
201401,QUEJA,QUEJA,COLEGIALES,1
201401,QUEJA,QUEJA,CONSTITUCION,4
201401,QUEJA,QUEJA,FLORES,23
201401,QUEJA,QUEJA,FLORESTA,10
201401,QUEJA,QUEJA,LINIERS,8
201401,QUEJA,QUEJA,MATADEROS,12
201401,QUEJA,QUEJA,MONSERRAT,79
201401,QUEJA,QUEJA,MONTE CASTRO,2
201401,QUEJA,QUEJA,NUEVA POMPEYA,3
201401,QUEJA,QUEJA,NUÑEZ,8
201401,QUEJA,QUEJA,PALERMO,18
201401,QUEJA,QUEJA,PARQUE AVELLANEDA,2
201401,QUEJA,QUEJA,PARQUE CHACABUCO,5
201401,QUEJA,QUEJA,PARQUE CHAS,5
201401,QUEJA,QUEJA,PARQUE PATRICIOS,4
201401,QUEJA,QUEJA,PATERNAL,2
201401,QUEJA,QUEJA,PUERTO MADERO,1
201401,QUEJA,QUEJA,RECOLETA,15
201401,QUEJA,QUEJA,RETIRO,4
201401,QUEJA,QUEJA,SAAVEDRA,2
201401,QUEJA,QUEJA,SAN CRISTOBAL,9
201401,QUEJA,QUEJA,SAN NICOLAS,540
201401,QUEJA,QUEJA,SAN TELMO,3
201401,QUEJA,QUEJA,VELEZ SARSFIELD,3
201401,QUEJA,QUEJA,VILLA CRESPO,7
201401,QUEJA,QUEJA,VILLA DEL PARQUE,13
201401,QUEJA,QUEJA,VILLA DEVOTO,19
201401,QUEJA,QUEJA,VILLA GRAL. MITRE,4
201401,QUEJA,QUEJA,VILLA LUGANO,10
201401,QUEJA,QUEJA,VILLA LURO,4
201401,QUEJA,QUEJA,VILLA ORTUZAR,2
201401,QUEJA,QUEJA,VILLA PUEYRREDON,4
201401,QUEJA,QUEJA,VILLA RIACHUELO,36
201401,QUEJA,QUEJA,VILLA SANTA RITA,5
201401,QUEJA,QUEJA,VILLA SOLDATI,4
201401,QUEJA,QUEJA,VILLA URQUIZA,16
201401,RECITALES / SHOWS EN VIVO,DENUNCIA,LINIERS,1
201401,RECLAMOS  VARIOS,DENUNCIA,SAN NICOLAS,1
201401,RECLAMOS  VARIOS,RECLAMO,ALMAGRO,1
201401,RECLAMOS  VARIOS,RECLAMO,BALVANERA,3
201401,RECLAMOS  VARIOS,RECLAMO,BELGRANO,2
201401,RECLAMOS  VARIOS,RECLAMO,BOEDO,1
201401,RECLAMOS  VARIOS,RECLAMO,FLORES,2
201401,RECLAMOS  VARIOS,RECLAMO,MONSERRAT,7
201401,RECLAMOS  VARIOS,RECLAMO,PALERMO,3
201401,RECLAMOS  VARIOS,RECLAMO,PARQUE CHACABUCO,1
201401,RECLAMOS  VARIOS,RECLAMO,PARQUE CHAS,1
201401,RECLAMOS  VARIOS,RECLAMO,RECOLETA,3
201401,RECLAMOS  VARIOS,RECLAMO,RETIRO,1
201401,RECLAMOS  VARIOS,RECLAMO,SAN NICOLAS,1
201401,RECLAMOS  VARIOS,RECLAMO,VILLA CRESPO,2
201401,RECLAMOS  VARIOS,RECLAMO,VILLA PUEYRREDON,1
201401,RECUPERADORES,DENUNCIA,BALVANERA,3
201401,RECUPERADORES,DENUNCIA,BARRACAS,1
201401,RECUPERADORES,DENUNCIA,COLEGIALES,2
201401,RECUPERADORES,DENUNCIA,CONSTITUCION,1
201401,RECUPERADORES,DENUNCIA,FLORES,1
201401,RECUPERADORES,DENUNCIA,MONSERRAT,1
201401,RECUPERADORES,DENUNCIA,PALERMO,3
201401,RECUPERADORES,DENUNCIA,PATERNAL,1
201401,RECUPERADORES,DENUNCIA,RECOLETA,2
201401,RECUPERADORES,DENUNCIA,RETIRO,1
201401,RECUPERADORES,DENUNCIA,SAN NICOLAS,2
201401,RECUPERADORES,DENUNCIA,VELEZ SARSFIELD,1
201401,RECUPERADORES,DENUNCIA,VILLA CRESPO,2
201401,RECUPERADORES,DENUNCIA,VILLA SANTA RITA,1
201401,RECUPERADORES,DENUNCIA,VILLA URQUIZA,2
201401,RECUPERADORES,RECLAMO,BALVANERA,3
201401,RECUPERADORES,RECLAMO,BARRACAS,1
201401,RECUPERADORES,RECLAMO,BELGRANO,1
201401,RECUPERADORES,RECLAMO,BOEDO,1
201401,RECUPERADORES,RECLAMO,CABALLITO,2
201401,RECUPERADORES,RECLAMO,CONSTITUCION,1
201401,RECUPERADORES,RECLAMO,NUÑEZ,1
201401,RECUPERADORES,RECLAMO,PALERMO,3
201401,RECUPERADORES,RECLAMO,PARQUE CHACABUCO,2
201401,RECUPERADORES,RECLAMO,RECOLETA,4
201401,RECUPERADORES,RECLAMO,VELEZ SARSFIELD,1
201401,RECUPERADORES,RECLAMO,VILLA CRESPO,1
201401,RECUPERADORES,RECLAMO,VILLA DEL PARQUE,1
201401,RECUPERADORES,RECLAMO,VILLA GRAL. MITRE,1
201401,RECUPERADORES,RECLAMO,VILLA URQUIZA,6
201401,REGALERIA / BAZAR / ANTIGÜE,DENUNCIA,ALMAGRO,1
201401,REGALERIA / BAZAR / ANTIGÜE,DENUNCIA,FLORES,1
201401,REGALERIA / BAZAR / ANTIGÜE,DENUNCIA,RECOLETA,1
201401,REGISTRO CIVIL,TRAMITE,SAN NICOLAS,10006
201401,RELOJES PUBLICOS,RECLAMO,FLORES,2
201401,RELOJES PUBLICOS,RECLAMO,PALERMO,1
201401,REMISES,DENUNCIA,SAAVEDRA,1
201401,REMISES / TAXI / ALQUILER V,DENUNCIA,FLORES,1
201401,REMISES/TAXI/ALQUILER DE VE,DENUNCIA,BELGRANO,1
201401,REMISES/TAXI/ALQUILER DE VE,DENUNCIA,NUEVA POMPEYA,1
201401,REMISES/TAXI/ALQUILER DE VE,DENUNCIA,VILLA LUGANO,1
201401,REPARACIONES / MANTENIMIENT,DENUNCIA,CABALLITO,1
201401,REPARACIONES / MANTENIMIENT,DENUNCIA,COLEGIALES,2
201401,REPARACIONES / MANTENIMIENT,DENUNCIA,PARQUE AVELLANEDA,2
201401,REPUESTOS / ACCESORIOS,DENUNCIA,NUÑEZ,1
201401,RESTAURANT,DENUNCIA,BALVANERA,1
201401,RESTAURANT,DENUNCIA,BARRACAS,1
201401,RESTAURANT,DENUNCIA,BELGRANO,2
201401,RESTAURANT,DENUNCIA,CABALLITO,3
201401,RESTAURANT,DENUNCIA,CHACARITA,1
201401,RESTAURANT,DENUNCIA,COLEGIALES,1
201401,RESTAURANT,DENUNCIA,CONSTITUCION,1
201401,RESTAURANT,DENUNCIA,FLORES,3
201401,RESTAURANT,DENUNCIA,MONSERRAT,6
201401,RESTAURANT,DENUNCIA,PALERMO,3
201401,RESTAURANT,DENUNCIA,PARQUE CHACABUCO,1
201401,RESTAURANT,DENUNCIA,RECOLETA,2
201401,RESTAURANT,DENUNCIA,RETIRO,2
201401,RESTAURANT,DENUNCIA,SAN NICOLAS,8
201401,RESTAURANT,DENUNCIA,VILLA DEVOTO,1
201401,RESTAURANT,DENUNCIA,VILLA URQUIZA,1
201401,RETACERIA / COLCHONERIA / B,DENUNCIA,VILLA CRESPO,1
201401,SALA DE JUEGOS Y APUESTAS,DENUNCIA,VILLA SANTA RITA,1
201401,SALON DE BELLEZA / SOLARIUM,DENUNCIA,ALMAGRO,1
201401,SALON DE BELLEZA / SOLARIUM,DENUNCIA,BELGRANO,1
201401,SALON DE BELLEZA / SOLARIUM,DENUNCIA,FLORES,1
201401,SALON DE BELLEZA / SOLARIUM,DENUNCIA,SAN CRISTOBAL,1
201401,SALON DE FIESTAS,DENUNCIA,CABALLITO,1
201401,SANEAMIENTO URBANO,DENUNCIA,AGRONOMIA,5
201401,SANEAMIENTO URBANO,DENUNCIA,ALMAGRO,27
201401,SANEAMIENTO URBANO,DENUNCIA,BALVANERA,22
201401,SANEAMIENTO URBANO,DENUNCIA,BARRACAS,24
201401,SANEAMIENTO URBANO,DENUNCIA,BELGRANO,15
201401,SANEAMIENTO URBANO,DENUNCIA,BOCA,15
201401,SANEAMIENTO URBANO,DENUNCIA,BOEDO,5
201401,SANEAMIENTO URBANO,DENUNCIA,CABALLITO,47
201401,SANEAMIENTO URBANO,DENUNCIA,CHACARITA,4
201401,SANEAMIENTO URBANO,DENUNCIA,COGHLAN,6
201401,SANEAMIENTO URBANO,DENUNCIA,COLEGIALES,14
201401,SANEAMIENTO URBANO,DENUNCIA,CONSTITUCION,11
201401,SANEAMIENTO URBANO,DENUNCIA,FLORES,30
201401,SANEAMIENTO URBANO,DENUNCIA,FLORESTA,9
201401,SANEAMIENTO URBANO,DENUNCIA,LINIERS,11
201401,SANEAMIENTO URBANO,DENUNCIA,MATADEROS,11
201401,SANEAMIENTO URBANO,DENUNCIA,MONSERRAT,7
201401,SANEAMIENTO URBANO,DENUNCIA,MONTE CASTRO,16
201401,SANEAMIENTO URBANO,DENUNCIA,NUEVA POMPEYA,10
201401,SANEAMIENTO URBANO,DENUNCIA,NUÑEZ,12
201401,SANEAMIENTO URBANO,DENUNCIA,PALERMO,46
201401,SANEAMIENTO URBANO,DENUNCIA,PARQUE AVELLANEDA,14
201401,SANEAMIENTO URBANO,DENUNCIA,PARQUE CHACABUCO,16
201401,SANEAMIENTO URBANO,DENUNCIA,PARQUE CHAS,5
201401,SANEAMIENTO URBANO,DENUNCIA,PARQUE PATRICIOS,6
201401,SANEAMIENTO URBANO,DENUNCIA,PATERNAL,3
201401,SANEAMIENTO URBANO,DENUNCIA,RECOLETA,23
201401,SANEAMIENTO URBANO,DENUNCIA,RETIRO,7
201401,SANEAMIENTO URBANO,DENUNCIA,SAAVEDRA,4
201401,SANEAMIENTO URBANO,DENUNCIA,SAN CRISTOBAL,16
201401,SANEAMIENTO URBANO,DENUNCIA,SAN NICOLAS,25
201401,SANEAMIENTO URBANO,DENUNCIA,SAN TELMO,6
201401,SANEAMIENTO URBANO,DENUNCIA,VELEZ SARSFIELD,8
201401,SANEAMIENTO URBANO,DENUNCIA,VERSALLES,2
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA CRESPO,18
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA DEL PARQUE,17
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA DEVOTO,22
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA GRAL. MITRE,14
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA LUGANO,22
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA LURO,11
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA ORTUZAR,1
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA PUEYRREDON,8
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA REAL,8
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA RIACHUELO,4
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA SANTA RITA,11
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA SOLDATI,9
201401,SANEAMIENTO URBANO,DENUNCIA,VILLA URQUIZA,27
201401,SANEAMIENTO URBANO,QUEJA,SAN NICOLAS,1
201401,SANEAMIENTO URBANO,RECLAMO,AGRONOMIA,22
201401,SANEAMIENTO URBANO,RECLAMO,ALMAGRO,135
201401,SANEAMIENTO URBANO,RECLAMO,BALVANERA,164
201401,SANEAMIENTO URBANO,RECLAMO,BARRACAS,125
201401,SANEAMIENTO URBANO,RECLAMO,BELGRANO,105
201401,SANEAMIENTO URBANO,RECLAMO,BOCA,92
201401,SANEAMIENTO URBANO,RECLAMO,BOEDO,48
201401,SANEAMIENTO URBANO,RECLAMO,CABALLITO,194
201401,SANEAMIENTO URBANO,RECLAMO,CHACARITA,35
201401,SANEAMIENTO URBANO,RECLAMO,COGHLAN,25
201401,SANEAMIENTO URBANO,RECLAMO,COLEGIALES,61
201401,SANEAMIENTO URBANO,RECLAMO,CONSTITUCION,74
201401,SANEAMIENTO URBANO,RECLAMO,FLORES,206
201401,SANEAMIENTO URBANO,RECLAMO,FLORESTA,60
201401,SANEAMIENTO URBANO,RECLAMO,LINIERS,45
201401,SANEAMIENTO URBANO,RECLAMO,MATADEROS,168
201401,SANEAMIENTO URBANO,RECLAMO,MONSERRAT,95
201401,SANEAMIENTO URBANO,RECLAMO,MONTE CASTRO,117
201401,SANEAMIENTO URBANO,RECLAMO,NUEVA POMPEYA,75
201401,SANEAMIENTO URBANO,RECLAMO,NUÑEZ,63
201401,SANEAMIENTO URBANO,RECLAMO,PALERMO,291
201401,SANEAMIENTO URBANO,RECLAMO,PARQUE AVELLANEDA,113
201401,SANEAMIENTO URBANO,RECLAMO,PARQUE CHACABUCO,72
201401,SANEAMIENTO URBANO,RECLAMO,PARQUE CHAS,21
201401,SANEAMIENTO URBANO,RECLAMO,PARQUE PATRICIOS,33
201401,SANEAMIENTO URBANO,RECLAMO,PATERNAL,31
201401,SANEAMIENTO URBANO,RECLAMO,PUERTO MADERO,19
201401,SANEAMIENTO URBANO,RECLAMO,RECOLETA,137
201401,SANEAMIENTO URBANO,RECLAMO,RETIRO,53
201401,SANEAMIENTO URBANO,RECLAMO,SAAVEDRA,62
201401,SANEAMIENTO URBANO,RECLAMO,SAN CRISTOBAL,57
201401,SANEAMIENTO URBANO,RECLAMO,SAN NICOLAS,250
201401,SANEAMIENTO URBANO,RECLAMO,SAN TELMO,20
201401,SANEAMIENTO URBANO,RECLAMO,VELEZ SARSFIELD,58
201401,SANEAMIENTO URBANO,RECLAMO,VERSALLES,76
201401,SANEAMIENTO URBANO,RECLAMO,VILLA CRESPO,93
201401,SANEAMIENTO URBANO,RECLAMO,VILLA DEL PARQUE,90
201401,SANEAMIENTO URBANO,RECLAMO,VILLA DEVOTO,162
201401,SANEAMIENTO URBANO,RECLAMO,VILLA GRAL. MITRE,81
201401,SANEAMIENTO URBANO,RECLAMO,VILLA LUGANO,473
201401,SANEAMIENTO URBANO,RECLAMO,VILLA LURO,45
201401,SANEAMIENTO URBANO,RECLAMO,VILLA ORTUZAR,54
201401,SANEAMIENTO URBANO,RECLAMO,VILLA PUEYRREDON,55
201401,SANEAMIENTO URBANO,RECLAMO,VILLA REAL,76
201401,SANEAMIENTO URBANO,RECLAMO,VILLA RIACHUELO,138
201401,SANEAMIENTO URBANO,RECLAMO,VILLA SANTA RITA,63
201401,SANEAMIENTO URBANO,RECLAMO,VILLA SOLDATI,27
201401,SANEAMIENTO URBANO,RECLAMO,VILLA URQUIZA,142
201401,SANEAMIENTO URBANO,SOLICITUD,AGRONOMIA,150
201401,SANEAMIENTO URBANO,SOLICITUD,ALMAGRO,791
201401,SANEAMIENTO URBANO,SOLICITUD,BALVANERA,455
201401,SANEAMIENTO URBANO,SOLICITUD,BARRACAS,413
201401,SANEAMIENTO URBANO,SOLICITUD,BELGRANO,621
201401,SANEAMIENTO URBANO,SOLICITUD,BOCA,187
201401,SANEAMIENTO URBANO,SOLICITUD,BOEDO,308
201401,SANEAMIENTO URBANO,SOLICITUD,CABALLITO,1333
201401,SANEAMIENTO URBANO,SOLICITUD,CHACARITA,250
201401,SANEAMIENTO URBANO,SOLICITUD,COGHLAN,243
201401,SANEAMIENTO URBANO,SOLICITUD,COLEGIALES,259
201401,SANEAMIENTO URBANO,SOLICITUD,CONSTITUCION,271
201401,SANEAMIENTO URBANO,SOLICITUD,FLORES,945
201401,SANEAMIENTO URBANO,SOLICITUD,FLORESTA,371
201401,SANEAMIENTO URBANO,SOLICITUD,LINIERS,287
201401,SANEAMIENTO URBANO,SOLICITUD,MATADEROS,447
201401,SANEAMIENTO URBANO,SOLICITUD,MONSERRAT,310
201401,SANEAMIENTO URBANO,SOLICITUD,MONTE CASTRO,349
201401,SANEAMIENTO URBANO,SOLICITUD,NUEVA POMPEYA,316
201401,SANEAMIENTO URBANO,SOLICITUD,NUÑEZ,312
201401,SANEAMIENTO URBANO,SOLICITUD,PALERMO,1347
201401,SANEAMIENTO URBANO,SOLICITUD,PARQUE AVELLANEDA,414
201401,SANEAMIENTO URBANO,SOLICITUD,PARQUE CHACABUCO,520
201401,SANEAMIENTO URBANO,SOLICITUD,PARQUE CHAS,122
201401,SANEAMIENTO URBANO,SOLICITUD,PARQUE PATRICIOS,297
201401,SANEAMIENTO URBANO,SOLICITUD,PATERNAL,190
201401,SANEAMIENTO URBANO,SOLICITUD,PUERTO MADERO,12
201401,SANEAMIENTO URBANO,SOLICITUD,RECOLETA,498
201401,SANEAMIENTO URBANO,SOLICITUD,RETIRO,100
201401,SANEAMIENTO URBANO,SOLICITUD,SAAVEDRA,370
201401,SANEAMIENTO URBANO,SOLICITUD,SAN CRISTOBAL,283
201401,SANEAMIENTO URBANO,SOLICITUD,SAN NICOLAS,370
201401,SANEAMIENTO URBANO,SOLICITUD,SAN TELMO,158
201401,SANEAMIENTO URBANO,SOLICITUD,VELEZ SARSFIELD,280
201401,SANEAMIENTO URBANO,SOLICITUD,VERSALLES,204
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA CRESPO,590
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA DEL PARQUE,591
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA DEVOTO,937
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA GRAL. MITRE,421
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA LUGANO,425
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA LURO,247
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA ORTUZAR,314
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA PUEYRREDON,519
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA REAL,205
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA RIACHUELO,122
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA SANTA RITA,439
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA SOLDATI,104
201401,SANEAMIENTO URBANO,SOLICITUD,VILLA URQUIZA,1022
201401,SAUNA / SPA / CENTRO DE EST,DENUNCIA,BARRACAS,1
201401,SAUNA / SPA / CENTRO DE EST,DENUNCIA,COLEGIALES,1
201401,SEGURIDAD,RECLAMO,ALMAGRO,18
201401,SEGURIDAD,RECLAMO,BALVANERA,16
201401,SEGURIDAD,RECLAMO,BARRACAS,10
201401,SEGURIDAD,RECLAMO,BELGRANO,6
201401,SEGURIDAD,RECLAMO,BOCA,6
201401,SEGURIDAD,RECLAMO,CABALLITO,10
201401,SEGURIDAD,RECLAMO,CHACARITA,4
201401,SEGURIDAD,RECLAMO,COGHLAN,1
201401,SEGURIDAD,RECLAMO,COLEGIALES,2
201401,SEGURIDAD,RECLAMO,CONSTITUCION,8
201401,SEGURIDAD,RECLAMO,FLORES,9
201401,SEGURIDAD,RECLAMO,FLORESTA,2
201401,SEGURIDAD,RECLAMO,LINIERS,2
201401,SEGURIDAD,RECLAMO,MATADEROS,5
201401,SEGURIDAD,RECLAMO,MONSERRAT,2
201401,SEGURIDAD,RECLAMO,MONTE CASTRO,1
201401,SEGURIDAD,RECLAMO,NUEVA POMPEYA,1
201401,SEGURIDAD,RECLAMO,NUÑEZ,1
201401,SEGURIDAD,RECLAMO,PALERMO,13
201401,SEGURIDAD,RECLAMO,PARQUE AVELLANEDA,2
201401,SEGURIDAD,RECLAMO,PARQUE CHACABUCO,11
201401,SEGURIDAD,RECLAMO,RECOLETA,2
201401,SEGURIDAD,RECLAMO,RETIRO,3
201401,SEGURIDAD,RECLAMO,SAAVEDRA,1
201401,SEGURIDAD,RECLAMO,SAN CRISTOBAL,3
201401,SEGURIDAD,RECLAMO,SAN NICOLAS,4
201401,SEGURIDAD,RECLAMO,SAN TELMO,5
201401,SEGURIDAD,RECLAMO,VELEZ SARSFIELD,1
201401,SEGURIDAD,RECLAMO,VERSALLES,1
201401,SEGURIDAD,RECLAMO,VILLA CRESPO,7
201401,SEGURIDAD,RECLAMO,VILLA DEL PARQUE,1
201401,SEGURIDAD,RECLAMO,VILLA DEVOTO,1
201401,SEGURIDAD,RECLAMO,VILLA GRAL. MITRE,1
201401,SEGURIDAD,RECLAMO,VILLA LUGANO,2
201401,SEGURIDAD,RECLAMO,VILLA LURO,3
201401,SEGURIDAD,RECLAMO,VILLA PUEYRREDON,1
201401,SEGURIDAD,RECLAMO,VILLA REAL,3
201401,SEGURIDAD,RECLAMO,VILLA RIACHUELO,1
201401,SEGURIDAD,RECLAMO,VILLA SANTA RITA,1
201401,SEGURIDAD,RECLAMO,VILLA SOLDATI,1
201401,SEGURIDAD,RECLAMO,VILLA URQUIZA,5
201401,SEGURIDAD EN SUBTE,DENUNCIA,BALVANERA,9
201401,SEGURIDAD EN SUBTE,DENUNCIA,BELGRANO,1
201401,SEGURIDAD EN SUBTE,DENUNCIA,BOEDO,1
201401,SEGURIDAD EN SUBTE,DENUNCIA,CABALLITO,1
201401,SEGURIDAD EN SUBTE,DENUNCIA,MONSERRAT,3
201401,SEGURIDAD EN SUBTE,DENUNCIA,PALERMO,1
201401,SEGURIDAD EN SUBTE,DENUNCIA,RECOLETA,2
201401,SEGURIDAD EN SUBTE,DENUNCIA,SAN NICOLAS,2
201401,SEGURIDAD EN SUBTE,RECLAMO,BALVANERA,5
201401,SEGURIDAD EN SUBTE,RECLAMO,CABALLITO,1
201401,SEGURIDAD EN SUBTE,RECLAMO,PARQUE CHAS,1
201401,SERVICIOS,QUEJA,ALMAGRO,2
201401,SERVICIOS,QUEJA,BALVANERA,2
201401,SERVICIOS,QUEJA,BELGRANO,2
201401,SERVICIOS,QUEJA,BOEDO,1
201401,SERVICIOS,QUEJA,CABALLITO,2
201401,SERVICIOS,QUEJA,CHACARITA,1
201401,SERVICIOS,QUEJA,CONSTITUCION,1
201401,SERVICIOS,QUEJA,FLORES,4
201401,SERVICIOS,QUEJA,MONSERRAT,11
201401,SERVICIOS,QUEJA,PALERMO,1
201401,SERVICIOS,QUEJA,PARQUE CHACABUCO,1
201401,SERVICIOS,QUEJA,PARQUE CHAS,1
201401,SERVICIOS,QUEJA,PARQUE PATRICIOS,2
201401,SERVICIOS,QUEJA,RECOLETA,3
201401,SERVICIOS,QUEJA,SAN CRISTOBAL,1
201401,SERVICIOS,QUEJA,SAN NICOLAS,5
201401,SERVICIOS,QUEJA,VILLA CRESPO,2
201401,SERVICIOS,RECLAMO,BALVANERA,6
201401,SERVICIOS,RECLAMO,BELGRANO,3
201401,SERVICIOS,RECLAMO,CABALLITO,1
201401,SERVICIOS,RECLAMO,FLORES,2
201401,SERVICIOS,RECLAMO,MONSERRAT,2
201401,SERVICIOS,RECLAMO,PALERMO,3
201401,SERVICIOS,RECLAMO,PARQUE CHACABUCO,1
201401,SERVICIOS,RECLAMO,PARQUE CHAS,1
201401,SERVICIOS,RECLAMO,RECOLETA,3
201401,SERVICIOS,RECLAMO,SAN CRISTOBAL,4
201401,SERVICIOS,RECLAMO,SAN NICOLAS,5
201401,SERVICIOS,RECLAMO,VILLA DEL PARQUE,1
201401,SERVICIOS,RECLAMO,VILLA DEVOTO,1
201401,SERVICIOS,RECLAMO,VILLA RIACHUELO,1
201401,SERVICIOS,RECLAMO,VILLA URQUIZA,1
201401,SOCIEDAD DE FOMENTO / ASOCI,DENUNCIA,BARRACAS,1
201401,SUGERENCIAS,QUEJA,ALMAGRO,2
201401,SUGERENCIAS,QUEJA,BALVANERA,1
201401,SUGERENCIAS,QUEJA,BARRACAS,1
201401,SUGERENCIAS,QUEJA,BOCA,2
201401,SUGERENCIAS,QUEJA,CABALLITO,3
201401,SUGERENCIAS,QUEJA,CHACARITA,3
201401,SUGERENCIAS,QUEJA,COLEGIALES,2
201401,SUGERENCIAS,QUEJA,FLORES,2
201401,SUGERENCIAS,QUEJA,LINIERS,1
201401,SUGERENCIAS,QUEJA,MONSERRAT,19
201401,SUGERENCIAS,QUEJA,PALERMO,4
201401,SUGERENCIAS,QUEJA,PARQUE AVELLANEDA,1
201401,SUGERENCIAS,QUEJA,PARQUE CHAS,1
201401,SUGERENCIAS,QUEJA,RECOLETA,1
201401,SUGERENCIAS,QUEJA,RETIRO,1
201401,SUGERENCIAS,QUEJA,SAN CRISTOBAL,1
201401,SUGERENCIAS,QUEJA,SAN NICOLAS,20
201401,SUGERENCIAS,QUEJA,SAN TELMO,1
201401,SUGERENCIAS,QUEJA,VILLA CRESPO,2
201401,SUGERENCIAS,QUEJA,VILLA DEL PARQUE,1
201401,SUGERENCIAS,QUEJA,VILLA DEVOTO,1
201401,SUGERENCIAS,QUEJA,VILLA LUGANO,1
201401,SUGERENCIAS,QUEJA,VILLA REAL,1
201401,SUGERENCIAS,QUEJA,VILLA RIACHUELO,2
