PERIODO,RUBRO,TIPO_PRESTACION,BARRIO,total,COMUNA
201408,SEGURIDAD,RECLAMO,SAN TELMO,2,1
201408,SEGURIDAD,RECLAMO,VELEZ SARSFIELD,7,10
201408,SEGURIDAD,RECLAMO,VERSALLES,1,10
201408,SEGURIDAD,RECLAMO,VILLA DEL PARQUE,3,11
201408,SEGURIDAD,RECLAMO,VILLA DEVOTO,8,11
201408,SEGURIDAD,RECLAMO,VILLA GRAL. MITRE,6,11
201408,SEGURIDAD,RECLAMO,VILLA LUGANO,5,8
201408,SEGURIDAD,RECLAMO,VILLA LURO,6,10
201408,SEGURIDAD,RECLAMO,VILLA ORTUZAR,4,15
201408,SEGURIDAD,RECLAMO,VILLA PUEYRREDON,3,12
201408,SEGURIDAD,RECLAMO,VILLA REAL,1,10
201408,SEGURIDAD,RECLAMO,VILLA RIACHUELO,1,8
201408,SEGURIDAD,RECLAMO,VILLA SANTA RITA,1,11
201408,SEGURIDAD,RECLAMO,VILLA SOLDATI,1,8
201408,SEGURIDAD,RECLAMO,VILLA URQUIZA,4,12
201408,SEGURIDAD EN SUBTE,DENUNCIA,ALMAGRO,1,5
201408,SEGURIDAD EN SUBTE,DENUNCIA,BALVANERA,3,3
201408,SEGURIDAD EN SUBTE,DENUNCIA,BELGRANO,1,13
201408,SEGURIDAD EN SUBTE,DENUNCIA,FLORES,2,7
201408,SEGURIDAD EN SUBTE,DENUNCIA,MONSERRAT,1,1
201408,SEGURIDAD EN SUBTE,DENUNCIA,PALERMO,2,14
201408,SEGURIDAD EN SUBTE,DENUNCIA,SAN NICOLAS,1,1
201408,SEGURIDAD EN SUBTE,RECLAMO,ALMAGRO,1,5
201408,SEGURIDAD EN SUBTE,RECLAMO,CHACARITA,1,15
201408,SEGURIDAD EN SUBTE,RECLAMO,CONSTITUCION,1,1
201408,SEGURIDAD EN SUBTE,RECLAMO,FLORES,2,7
201408,SEGURIDAD EN SUBTE,RECLAMO,PARQUE CHAS,1,15
201408,SEGURIDAD EN SUBTE,RECLAMO,RECOLETA,1,2
201408,SEGURIDAD EN SUBTE,RECLAMO,RETIRO,1,1
201408,SEGURIDAD EN SUBTE,RECLAMO,SAN NICOLAS,1,1
201408,SEGURIDAD EN SUBTE,RECLAMO,VILLA URQUIZA,1,12
201408,SERVICIO DE AMBULANCIA,DENUNCIA,PALERMO,1,14
201408,SERVICIOS,QUEJA,ALMAGRO,1,5
201408,SERVICIOS,QUEJA,BALVANERA,3,3
201408,SERVICIOS,QUEJA,BELGRANO,2,13
201408,SERVICIOS,QUEJA,BOEDO,2,5
201408,SERVICIOS,QUEJA,CABALLITO,3,6
201408,SERVICIOS,QUEJA,CHACARITA,1,15
201408,SERVICIOS,QUEJA,CONSTITUCION,1,1
201408,SERVICIOS,QUEJA,FLORES,3,7
201408,SERVICIOS,QUEJA,MONSERRAT,14,1
201408,SERVICIOS,QUEJA,PALERMO,3,14
201408,SERVICIOS,QUEJA,PARQUE CHAS,1,15
201408,SERVICIOS,QUEJA,PARQUE PATRICIOS,1,4
201408,SERVICIOS,QUEJA,RECOLETA,2,2
201408,SERVICIOS,QUEJA,RETIRO,1,1
201408,SERVICIOS,QUEJA,SAN CRISTOBAL,2,3
201408,SERVICIOS,QUEJA,SAN NICOLAS,5,1
201408,SERVICIOS,QUEJA,VILLA CRESPO,1,15
201408,SERVICIOS,QUEJA,VILLA URQUIZA,1,12
201408,SERVICIOS,RECLAMO,BALVANERA,3,3
201408,SERVICIOS,RECLAMO,CHACARITA,1,15
201408,SERVICIOS,RECLAMO,CONSTITUCION,2,1
201408,SERVICIOS,RECLAMO,FLORES,1,7
201408,SERVICIOS,RECLAMO,MONSERRAT,5,1
201408,SERVICIOS,RECLAMO,PALERMO,5,14
201408,SERVICIOS,RECLAMO,PARQUE AVELLANEDA,1,9
201408,SERVICIOS,RECLAMO,RECOLETA,2,2
201408,SERVICIOS,RECLAMO,RETIRO,3,1
201408,SERVICIOS,RECLAMO,SAN NICOLAS,2,1
201408,SERVICIOS,SOLICITUD,FLORESTA,1,10
201408,SERVICIOS,SOLICITUD,NUEVA POMPEYA,1,4
201408,SERVICIOS,SOLICITUD,VILLA LUGANO,1,8
201408,SOCIEDAD DE FOMENTO / ASOCI,DENUNCIA,VILLA CRESPO,1,15
201408,SUGERENCIAS,QUEJA,AGRONOMIA,1,15
201408,SUGERENCIAS,QUEJA,BALVANERA,1,3
201408,SUGERENCIAS,QUEJA,BARRACAS,1,4
201408,SUGERENCIAS,QUEJA,BOCA,1,4
201408,SUGERENCIAS,QUEJA,CABALLITO,5,6
201408,SUGERENCIAS,QUEJA,CHACARITA,4,15
201408,SUGERENCIAS,QUEJA,FLORES,1,7
201408,SUGERENCIAS,QUEJA,MONSERRAT,24,1
201408,SUGERENCIAS,QUEJA,NUEVA POMPEYA,1,4
201408,SUGERENCIAS,QUEJA,PALERMO,1,14
201408,SUGERENCIAS,QUEJA,PARQUE PATRICIOS,1,4
201408,SUGERENCIAS,QUEJA,SAN NICOLAS,16,1
201408,SUGERENCIAS,QUEJA,SAN TELMO,1,1
201408,SUGERENCIAS,QUEJA,VILLA DEVOTO,1,11
201408,SUGERENCIAS,QUEJA,VILLA LUGANO,1,8
201408,SUGERENCIAS,QUEJA,VILLA RIACHUELO,2,8
201408,SUGERENCIAS,QUEJA,VILLA SOLDATI,1,8
201408,SUGERENCIAS,QUEJA,VILLA URQUIZA,2,12
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,ALMAGRO,3,5
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,BALVANERA,1,3
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,BARRACAS,2,4
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,BELGRANO,2,13
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,CABALLITO,2,6
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,CHACARITA,1,15
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,COLEGIALES,1,13
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,FLORES,4,7
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,FLORESTA,1,10
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,MATADEROS,1,9
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,MONSERRAT,1,1
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,NUÑEZ,2,13
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,PALERMO,4,14
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,PARQUE CHACABUCO,1,7
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,RECOLETA,2,2
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,RETIRO,1,1
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,SAN CRISTOBAL,1,3
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,SAN NICOLAS,2,1
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,VELEZ SARSFIELD,2,10
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,VILLA CRESPO,1,15
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,VILLA DEVOTO,3,11
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,VILLA GRAL. MITRE,1,11
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,VILLA LUGANO,1,8
201408,SUPERMERCADO / HIPERMERCADO,DENUNCIA,VILLA URQUIZA,2,12
201408,TALLER DE CHAPA Y PINTURA,DENUNCIA,CABALLITO,1,6
201408,TALLER DE CHAPA Y PINTURA,DENUNCIA,COLEGIALES,1,13
201408,TALLER DE CHAPA Y PINTURA,DENUNCIA,MONTE CASTRO,1,10
201408,TALLER DE CHAPA Y PINTURA,DENUNCIA,NUEVA POMPEYA,1,4
201408,TALLER DE CHAPA Y PINTURA,DENUNCIA,VILLA CRESPO,1,15
201408,TALLER MECANICO,DENUNCIA,ALMAGRO,1,5
201408,TALLER MECANICO,DENUNCIA,BOCA,1,4
201408,TALLER MECANICO,DENUNCIA,BOEDO,1,5
201408,TALLER MECANICO,DENUNCIA,FLORES,1,7
201408,TALLER MECANICO,DENUNCIA,MONTE CASTRO,1,10
201408,TALLER MECANICO,DENUNCIA,NUEVA POMPEYA,1,4
201408,TALLER MECANICO,DENUNCIA,SAAVEDRA,1,12
201408,TALLER MECANICO,DENUNCIA,VILLA CRESPO,1,15
201408,TALLER MECANICO,DENUNCIA,VILLA DEVOTO,1,11
201408,TALLER MECANICO,DENUNCIA,VILLA GRAL. MITRE,3,11
201408,TALLER MECANICO,DENUNCIA,VILLA URQUIZA,1,12
201408,TALLER MECANICO / GOMERIA,DENUNCIA,BOEDO,1,5
201408,TALLER MECANICO / GOMERIA,DENUNCIA,PARQUE AVELLANEDA,1,9
201408,TALLER MECANICO / GOMERIA,DENUNCIA,SAN CRISTOBAL,1,3
201408,TALLER MECANICO / GOMERIA,DENUNCIA,SAN NICOLAS,1,1
201408,TALLER MECANICO / GOMERIA,DENUNCIA,VILLA DEVOTO,1,11
201408,TALLER TEXTIL / DE COSTURA,DENUNCIA,FLORES,5,7
201408,TALLER TEXTIL / DE COSTURA,DENUNCIA,FLORESTA,1,10
201408,TALLER TEXTIL / DE COSTURA,DENUNCIA,MATADEROS,2,9
201408,TALLER TEXTIL / DE COSTURA,DENUNCIA,PARQUE AVELLANEDA,1,9
201408,TALLER TEXTIL / DE COSTURA,DENUNCIA,VELEZ SARSFIELD,1,10
201408,TALLER TEXTIL / DE COSTURA,DENUNCIA,VILLA SOLDATI,1,8
201408,TAPICERIA / TALLER DE CALZA,DENUNCIA,ALMAGRO,2,5
201408,TAPICERIA / TALLER DE CALZA,DENUNCIA,BALVANERA,1,3
201408,TARJETA MAYOR,QUEJA,BELGRANO,1,13
201408,TARJETA MAYOR,QUEJA,PALERMO,1,14
201408,TAXI,DENUNCIA,AGRONOMIA,1,15
201408,TAXI,DENUNCIA,BALVANERA,2,3
201408,TAXI,DENUNCIA,BELGRANO,2,13
201408,TAXI,DENUNCIA,MONSERRAT,1,1
201408,TAXI,DENUNCIA,VELEZ SARSFIELD,1,10
201408,TEATRO / AUDITORIO,DENUNCIA,CHACARITA,1,15
201408,TINTORERIA / LAVANDERIA,DENUNCIA,PARQUE AVELLANEDA,1,9
201408,TINTORERIA / LAVANDERIA,DENUNCIA,VILLA DEL PARQUE,2,11
201408,TINTORERIA / LAVANDERIA,RECLAMO,PARQUE AVELLANEDA,1,9
201408,TINTORERIA / LAVANDERIA,RECLAMO,SAN CRISTOBAL,1,3
201408,TRANSPORTE ESCOLAR,DENUNCIA,BELGRANO,1,13
201408,TRANSPORTE ESCOLAR,DENUNCIA,FLORES,1,7
201408,TRANSPORTE ESCOLAR,DENUNCIA,LINIERS,3,9
201408,TRANSPORTE ESCOLAR,DENUNCIA,PARQUE PATRICIOS,1,4
201408,TRANSPORTE ESCOLAR,DENUNCIA,VELEZ SARSFIELD,1,10
201408,TRANSPORTE ESCOLAR,DENUNCIA,VILLA DEVOTO,1,11
201408,TRANSPORTE Y TRANSITO,QUEJA,ALMAGRO,4,5
201408,TRANSPORTE Y TRANSITO,QUEJA,BALVANERA,6,3
201408,TRANSPORTE Y TRANSITO,QUEJA,BARRACAS,1,4
201408,TRANSPORTE Y TRANSITO,QUEJA,BELGRANO,2,13
201408,TRANSPORTE Y TRANSITO,QUEJA,BOCA,1,4
201408,TRANSPORTE Y TRANSITO,QUEJA,CONSTITUCION,3,1
201408,TRANSPORTE Y TRANSITO,QUEJA,FLORES,3,7
201408,TRANSPORTE Y TRANSITO,QUEJA,MATADEROS,1,9
201408,TRANSPORTE Y TRANSITO,QUEJA,MONSERRAT,1,1
201408,TRANSPORTE Y TRANSITO,QUEJA,NUÑEZ,2,13
201408,TRANSPORTE Y TRANSITO,QUEJA,PALERMO,3,14
201408,TRANSPORTE Y TRANSITO,QUEJA,PARQUE CHACABUCO,1,7
201408,TRANSPORTE Y TRANSITO,QUEJA,RECOLETA,2,2
201408,TRANSPORTE Y TRANSITO,QUEJA,RETIRO,7,1
201408,TRANSPORTE Y TRANSITO,QUEJA,SAN NICOLAS,3,1
201408,TRANSPORTE Y TRANSITO,QUEJA,SAN TELMO,1,1
201408,TRANSPORTE Y TRANSITO,QUEJA,VILLA CRESPO,2,15
201408,TRANSPORTE Y TRANSITO,QUEJA,VILLA DEVOTO,2,11
201408,TRANSPORTE Y TRANSITO,QUEJA,VILLA PUEYRREDON,4,12
201408,TRANSPORTE Y TRANSITO,QUEJA,VILLA URQUIZA,4,12
201408,TRANSPORTE Y TRANSITO,RECLAMO,AGRONOMIA,17,15
201408,TRANSPORTE Y TRANSITO,RECLAMO,ALMAGRO,78,5
201408,TRANSPORTE Y TRANSITO,RECLAMO,BALVANERA,30,3
201408,TRANSPORTE Y TRANSITO,RECLAMO,BARRACAS,36,4
201408,TRANSPORTE Y TRANSITO,RECLAMO,BELGRANO,67,13
201408,TRANSPORTE Y TRANSITO,RECLAMO,BOCA,17,4
201408,TRANSPORTE Y TRANSITO,RECLAMO,BOEDO,25,5
201408,TRANSPORTE Y TRANSITO,RECLAMO,CABALLITO,109,6
201408,TRANSPORTE Y TRANSITO,RECLAMO,CHACARITA,34,15
201408,TRANSPORTE Y TRANSITO,RECLAMO,COGHLAN,19,12
201408,TRANSPORTE Y TRANSITO,RECLAMO,COLEGIALES,28,13
201408,TRANSPORTE Y TRANSITO,RECLAMO,CONSTITUCION,20,1
201408,TRANSPORTE Y TRANSITO,RECLAMO,FLORES,67,7
201408,TRANSPORTE Y TRANSITO,RECLAMO,FLORESTA,26,10
201408,TRANSPORTE Y TRANSITO,RECLAMO,LINIERS,29,9
201408,TRANSPORTE Y TRANSITO,RECLAMO,MATADEROS,33,9
201408,TRANSPORTE Y TRANSITO,RECLAMO,MONSERRAT,12,1
201408,TRANSPORTE Y TRANSITO,RECLAMO,MONTE CASTRO,18,10
201408,TRANSPORTE Y TRANSITO,RECLAMO,NUEVA POMPEYA,21,4
201408,TRANSPORTE Y TRANSITO,RECLAMO,NUÑEZ,38,13
201408,TRANSPORTE Y TRANSITO,RECLAMO,PALERMO,93,14
201408,TRANSPORTE Y TRANSITO,RECLAMO,PARQUE AVELLANEDA,22,9
201408,TRANSPORTE Y TRANSITO,RECLAMO,PARQUE CHACABUCO,29,7
201408,TRANSPORTE Y TRANSITO,RECLAMO,PARQUE CHAS,19,15
201408,TRANSPORTE Y TRANSITO,RECLAMO,PARQUE PATRICIOS,34,4
201408,TRANSPORTE Y TRANSITO,RECLAMO,PATERNAL,17,15
201408,TRANSPORTE Y TRANSITO,RECLAMO,PUERTO MADERO,3,1
201408,TRANSPORTE Y TRANSITO,RECLAMO,RECOLETA,28,2
201408,TRANSPORTE Y TRANSITO,RECLAMO,RETIRO,10,1
201408,TRANSPORTE Y TRANSITO,RECLAMO,SAAVEDRA,27,12
201408,TRANSPORTE Y TRANSITO,RECLAMO,SAN CRISTOBAL,33,3
201408,TRANSPORTE Y TRANSITO,RECLAMO,SAN NICOLAS,12,1
201408,TRANSPORTE Y TRANSITO,RECLAMO,SAN TELMO,25,1
201408,TRANSPORTE Y TRANSITO,RECLAMO,VELEZ SARSFIELD,28,10
201408,TRANSPORTE Y TRANSITO,RECLAMO,VERSALLES,3,10
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA CRESPO,43,15
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA DEL PARQUE,47,11
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA DEVOTO,29,11
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA GRAL. MITRE,33,11
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA LUGANO,19,8
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA LURO,13,10
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA ORTUZAR,14,15
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA PUEYRREDON,30,12
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA REAL,6,10
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA RIACHUELO,9,8
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA SANTA RITA,22,11
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA SOLDATI,25,8
201408,TRANSPORTE Y TRANSITO,RECLAMO,VILLA URQUIZA,60,12
201408,TRANSPORTE Y TRANSITO,SOLICITUD,AGRONOMIA,7,15
201408,TRANSPORTE Y TRANSITO,SOLICITUD,ALMAGRO,6,5
201408,TRANSPORTE Y TRANSITO,SOLICITUD,BALVANERA,12,3
201408,TRANSPORTE Y TRANSITO,SOLICITUD,BARRACAS,13,4
201408,TRANSPORTE Y TRANSITO,SOLICITUD,BELGRANO,21,13
201408,TRANSPORTE Y TRANSITO,SOLICITUD,BOCA,1,4
201408,TRANSPORTE Y TRANSITO,SOLICITUD,BOEDO,7,5
201408,TRANSPORTE Y TRANSITO,SOLICITUD,CABALLITO,17,6
201408,TRANSPORTE Y TRANSITO,SOLICITUD,CHACARITA,1,15
201408,TRANSPORTE Y TRANSITO,SOLICITUD,COGHLAN,4,12
201408,TRANSPORTE Y TRANSITO,SOLICITUD,COLEGIALES,8,13
201408,TRANSPORTE Y TRANSITO,SOLICITUD,CONSTITUCION,9,1
201408,TRANSPORTE Y TRANSITO,SOLICITUD,FLORES,4,7
201408,TRANSPORTE Y TRANSITO,SOLICITUD,FLORESTA,9,10
201408,TRANSPORTE Y TRANSITO,SOLICITUD,LINIERS,4,9
201408,TRANSPORTE Y TRANSITO,SOLICITUD,MATADEROS,7,9
201408,TRANSPORTE Y TRANSITO,SOLICITUD,MONSERRAT,4,1
201408,TRANSPORTE Y TRANSITO,SOLICITUD,MONTE CASTRO,4,10
201408,TRANSPORTE Y TRANSITO,SOLICITUD,NUEVA POMPEYA,6,4
201408,TRANSPORTE Y TRANSITO,SOLICITUD,NUÑEZ,10,13
201408,TRANSPORTE Y TRANSITO,SOLICITUD,PALERMO,23,14
201408,TRANSPORTE Y TRANSITO,SOLICITUD,PARQUE AVELLANEDA,5,9
201408,TRANSPORTE Y TRANSITO,SOLICITUD,PARQUE CHACABUCO,6,7
201408,TRANSPORTE Y TRANSITO,SOLICITUD,PARQUE CHAS,3,15
201408,TRANSPORTE Y TRANSITO,SOLICITUD,PARQUE PATRICIOS,6,4
201408,TRANSPORTE Y TRANSITO,SOLICITUD,PATERNAL,1,15
201408,TRANSPORTE Y TRANSITO,SOLICITUD,RECOLETA,14,2
201408,TRANSPORTE Y TRANSITO,SOLICITUD,RETIRO,7,1
201408,TRANSPORTE Y TRANSITO,SOLICITUD,SAAVEDRA,7,12
201408,TRANSPORTE Y TRANSITO,SOLICITUD,SAN CRISTOBAL,3,3
201408,TRANSPORTE Y TRANSITO,SOLICITUD,SAN NICOLAS,4,1
201408,TRANSPORTE Y TRANSITO,SOLICITUD,SAN TELMO,3,1
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VELEZ SARSFIELD,6,10
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VERSALLES,1,10
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA CRESPO,13,15
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA DEL PARQUE,5,11
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA DEVOTO,28,11
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA GRAL. MITRE,1,11
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA LUGANO,15,8
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA LURO,7,10
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA ORTUZAR,1,15
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA PUEYRREDON,20,12
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA REAL,6,10
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA RIACHUELO,1,8
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA SANTA RITA,2,11
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA SOLDATI,3,8
201408,TRANSPORTE Y TRANSITO,SOLICITUD,VILLA URQUIZA,20,12
201408,TRANSPORTE Y TRANSITO,TRAMITE,SAN NICOLAS,6000,1
201408,TRATO Y FELICITACIONES,QUEJA,ALMAGRO,1,5
201408,TRATO Y FELICITACIONES,QUEJA,BOEDO,1,5
201408,TRATO Y FELICITACIONES,QUEJA,CHACARITA,2,15
201408,TRATO Y FELICITACIONES,QUEJA,PALERMO,2,14
201408,TRATO Y FELICITACIONES,QUEJA,PARQUE CHAS,1,15
201408,TRATO Y FELICITACIONES,QUEJA,PARQUE PATRICIOS,1,4
201408,VENTA AMBULANTE DE COMESTIB,DENUNCIA,BALVANERA,1,3
201408,VENTA AMBULANTE DE COMESTIB,DENUNCIA,FLORES,1,7
201408,VENTA AMBULANTE DE COMESTIB,DENUNCIA,PALERMO,3,14
201408,VENTA AMBULANTE DE COMESTIB,DENUNCIA,RETIRO,1,1
201408,VENTA AMBULANTE DE COMESTIB,DENUNCIA,SAN TELMO,1,1
201408,VENTA AMBULANTE DE COMESTIB,DENUNCIA,VILLA LUGANO,2,8
201408,VERDULERIA / FRUTERIA,DENUNCIA,BALVANERA,1,3
201408,VERDULERIA / FRUTERIA,DENUNCIA,BELGRANO,1,13
201408,VERDULERIA / FRUTERIA,DENUNCIA,CABALLITO,2,6
201408,VERDULERIA / FRUTERIA,DENUNCIA,FLORESTA,1,10
201408,VERDULERIA / FRUTERIA,DENUNCIA,MONSERRAT,1,1
201408,VERDULERIA / FRUTERIA,DENUNCIA,RECOLETA,1,2
201408,VEREDAS,RECLAMO,AGRONOMIA,17,15
201408,VEREDAS,RECLAMO,ALMAGRO,127,5
201408,VEREDAS,RECLAMO,BALVANERA,44,3
201408,VEREDAS,RECLAMO,BARRACAS,30,4
201408,VEREDAS,RECLAMO,BELGRANO,62,13
201408,VEREDAS,RECLAMO,BOCA,16,4
201408,VEREDAS,RECLAMO,BOEDO,35,5
201408,VEREDAS,RECLAMO,CABALLITO,128,6
201408,VEREDAS,RECLAMO,CHACARITA,16,15
201408,VEREDAS,RECLAMO,COGHLAN,20,12
201408,VEREDAS,RECLAMO,COLEGIALES,18,13
201408,VEREDAS,RECLAMO,CONSTITUCION,17,1
201408,VEREDAS,RECLAMO,FLORES,71,7
201408,VEREDAS,RECLAMO,FLORESTA,29,10
201408,VEREDAS,RECLAMO,LINIERS,63,9
201408,VEREDAS,RECLAMO,MATADEROS,86,9
201408,VEREDAS,RECLAMO,MONSERRAT,24,1
201408,VEREDAS,RECLAMO,MONTE CASTRO,28,10
201408,VEREDAS,RECLAMO,NUEVA POMPEYA,67,4
201408,VEREDAS,RECLAMO,NUÑEZ,27,13
201408,VEREDAS,RECLAMO,PALERMO,116,14
201408,VEREDAS,RECLAMO,PARQUE AVELLANEDA,42,9
201408,VEREDAS,RECLAMO,PARQUE CHACABUCO,56,7
201408,VEREDAS,RECLAMO,PARQUE CHAS,28,15
201408,VEREDAS,RECLAMO,PARQUE PATRICIOS,22,4
201408,VEREDAS,RECLAMO,PATERNAL,7,15
201408,VEREDAS,RECLAMO,PUERTO MADERO,1,1
201408,VEREDAS,RECLAMO,RECOLETA,62,2
201408,VEREDAS,RECLAMO,RETIRO,25,1
201408,VEREDAS,RECLAMO,SAAVEDRA,44,12
201408,VEREDAS,RECLAMO,SAN CRISTOBAL,47,3
201408,VEREDAS,RECLAMO,SAN NICOLAS,32,1
201408,VEREDAS,RECLAMO,SAN TELMO,23,1
201408,VEREDAS,RECLAMO,VELEZ SARSFIELD,21,10
201408,VEREDAS,RECLAMO,VERSALLES,19,10
201408,VEREDAS,RECLAMO,VILLA CRESPO,51,15
201408,VEREDAS,RECLAMO,VILLA DEL PARQUE,50,11
201408,VEREDAS,RECLAMO,VILLA DEVOTO,75,11
201408,VEREDAS,RECLAMO,VILLA GRAL. MITRE,30,11
201408,VEREDAS,RECLAMO,VILLA LUGANO,34,8
201408,VEREDAS,RECLAMO,VILLA LURO,28,10
201408,VEREDAS,RECLAMO,VILLA ORTUZAR,29,15
201408,VEREDAS,RECLAMO,VILLA PUEYRREDON,54,12
201408,VEREDAS,RECLAMO,VILLA REAL,11,10
201408,VEREDAS,RECLAMO,VILLA RIACHUELO,13,8
201408,VEREDAS,RECLAMO,VILLA SANTA RITA,23,11
201408,VEREDAS,RECLAMO,VILLA SOLDATI,16,8
201408,VEREDAS,RECLAMO,VILLA URQUIZA,100,12
201408,VEREDAS,SOLICITUD,AGRONOMIA,1,15
201408,VEREDAS,SOLICITUD,ALMAGRO,3,5
201408,VEREDAS,SOLICITUD,BARRACAS,1,4
201408,VEREDAS,SOLICITUD,BELGRANO,1,13
201408,VEREDAS,SOLICITUD,BOCA,2,4
201408,VEREDAS,SOLICITUD,CABALLITO,4,6
201408,VEREDAS,SOLICITUD,COLEGIALES,1,13
201408,VEREDAS,SOLICITUD,CONSTITUCION,3,1
201408,VEREDAS,SOLICITUD,FLORES,2,7
201408,VEREDAS,SOLICITUD,FLORESTA,1,10
201408,VEREDAS,SOLICITUD,LINIERS,1,9
201408,VEREDAS,SOLICITUD,MATADEROS,1,9
201408,VEREDAS,SOLICITUD,NUEVA POMPEYA,3,4
201408,VEREDAS,SOLICITUD,NUÑEZ,2,13
201408,VEREDAS,SOLICITUD,PALERMO,1,14
201408,VEREDAS,SOLICITUD,PARQUE AVELLANEDA,1,9
201408,VEREDAS,SOLICITUD,PARQUE CHAS,1,15
201408,VEREDAS,SOLICITUD,SAAVEDRA,2,12
201408,VEREDAS,SOLICITUD,VELEZ SARSFIELD,1,10
201408,VEREDAS,SOLICITUD,VILLA DEL PARQUE,1,11
201408,VEREDAS,SOLICITUD,VILLA DEVOTO,3,11
201408,VEREDAS,SOLICITUD,VILLA GRAL. MITRE,1,11
201408,VEREDAS,SOLICITUD,VILLA LUGANO,3,8
201408,VEREDAS,SOLICITUD,VILLA LURO,1,10
201408,VEREDAS,SOLICITUD,VILLA PUEYRREDON,2,12
201408,VEREDAS,SOLICITUD,VILLA REAL,2,10
201408,VEREDAS,SOLICITUD,VILLA SOLDATI,2,8
201408,VEREDAS,SOLICITUD,VILLA URQUIZA,4,12
201408,VETERINARIA / PENSIONADO PA,DENUNCIA,ALMAGRO,1,5
201408,VETERINARIA / PENSIONADO PA,DENUNCIA,VILLA URQUIZA,1,12
201408,VETERINARIA / PENSIONADO PA,RECLAMO,PARQUE CHACABUCO,1,7
201408,VETERINARIA / PENSIONADO PA,RECLAMO,RETIRO,1,1
201408,VETERINARIA / PENSIONADO PA,RECLAMO,VILLA DEL PARQUE,1,11
201408,VILLA,RECLAMO,BARRACAS,77,4
201408,VILLA,RECLAMO,BOCA,2,4
201408,VILLA,RECLAMO,PARQUE AVELLANEDA,3,9
201408,VILLA,RECLAMO,PARQUE PATRICIOS,3,4
201408,VILLA,RECLAMO,RETIRO,99,1
201408,VILLA,RECLAMO,VILLA LUGANO,140,8
201408,VILLA,RECLAMO,VILLA SOLDATI,61,8
201408,VIVERO,DENUNCIA,NUEVA POMPEYA,1,4
201409,ACCESOS,RECLAMO,BALVANERA,1,3
201409,ACCESOS,RECLAMO,BELGRANO,2,13
201409,ACCESOS,RECLAMO,CABALLITO,1,6
201409,ACCESOS,RECLAMO,CHACARITA,2,15
201409,ACCESOS,RECLAMO,MATADEROS,4,9
201409,ACCESOS,RECLAMO,MONSERRAT,3,1
201409,ACCESOS,RECLAMO,PALERMO,1,14
201409,ACCESOS,RECLAMO,PARQUE CHACABUCO,1,7
201409,ACCESOS,RECLAMO,SAN NICOLAS,2,1
